,LIBID,1992 LOCGVT,STABR,LIBNAME,1993 LOCGVT,1994 LOCGVT,1995 LOCGVT,1996 LOCGVT,1997 LOCGVT,1998 LOCGVT,1999 LOCGVT,2000 LOCGVT,2001 LOCGVT,2002 LOCGVT,2003 LOCGVT,2004 LOCGVT,2005 LOCGVT,2006 LOCGVT,2007 LOCGVT,2008 LOCGVT,2009 LOCGVT,2010 LOCGVT,2011 LOCGVT,2012 LOCGVT,2013 LOCGVT,2014 LOCGVT,2015 LOCGVT,2016 LOCGVT
388,8000586925,821060,NY,WEST BABYLON PUBLIC LIBRARY,887691,962478,1126589,1218663,1277070,1277070,1416153,1530542,1556803,2157561,2387906,2578658,2668391,2689827,2703300,2873568,2908620,2972937,3186850,3383403,3427854,3434261,3484901,3524340
389,8000586960,1515393,NY,WEST ISLIP PUBLIC LIBRARY,1533791,1608272,1658084,1736951,1827252,1827252,2010315,2077500,2118819,2214985,2784166,2900536,3122771,3271443,3397512,3521298,3638125,3693686,3758610,3842268,3928358,4017612,4083379,4165645
390,8000587040,461444,NY,WESTHAMPTON FREE LIBRARY,526761,482252,508308,525608,531332,531332,640056,678984,716431,753954,767602,826053,863727,970432,1331580,1619120,2336902,2311305,2402136,2560003,2597972,2749421,2675405,2862707
391,8000587205,228718,NY,WYANDANCH PUBLIC LIBRARY,227353,227601,227140,246903,450328,450328,429846,443810,486518,509513,545188,588175,622118,693208,681814,832647,1003562,1171355,1208442,2562719,1227275,1367038,1635565,1596124
392,8400010150,28924,NY,ALTAMONT FREE LIBRARY,35016,37475,39970,46200,48600,48600,52300,55000,34800,81800,64100,70240,76500,88500,83000,85000,86435,82342,82250,37657,129764,90971,93278,98785
393,8400011475,137635,NY,COHOES PUBLIC LIBRARY,160649,170299,186508,176351,152000,152000,123000,131314,125224,148975,145993,161258,195645,205240,198441,191844,287370,283267,230806,197101,171910,219035,229295,181570
394,8400011510,1408286,NY,WILLIAM K SANFORD TOWN LIBRARY,1565000,1655000,1730000,1680000,1655000,1655000,1480000,1622000,1728000,1924000,1752000,1954504,2036911,2256067,2420636,2317823,2259174,2245385,2392815,2387826,2432067,2480709,2530323,2580929
395,8400011730,1648708,NY,BETHLEHEM PUBLIC LIBRARY,1660206,1824559,1941651,1981608,1997692,1997692,2175559,2301118,2445962,2557961,2648484,2801102,3310952,3369828,3473122,3572277,3639412,3640902,3641444,3704268,3769074,3824085,3859301,3906500
396,8400014030,31389,NY,MENANDS PUBLIC LIBRARY,32499,31087,38667,43796,58313,58313,54900,56975,58625,64215,70550,77550,84800,93700,103050,111940,120607,120607,122807,126483,126483,126483,126483,129006
397,8400016860,15000,NY,WATERVLIET PUBLIC LIBRARY,15000,23082,34288,24269,24250,24250,26001,90800,90800,90800,90800,94800,90800,86800,90800,95800,95800,95800,95800,31000,31000,41000,41000,41000
398,8400017015,12815,NY,TOWN OF WESTERLO PUBLIC LIBRARY,11700,17000,20000,20000,25000,25000,28000,30000,32000,33378,33986,37968,42244,49436,53932,58944,65169,73213,74017,66000,66163,71200,73474,76234
399,8400490640,5354,NY,BERLIN FREE TOWN LIBRARY,5287,5287,4800,4800,7300,7300,7300,7300,13300,9800,9500,10000,9700,10550,10250,10250,10250,10250,10350,10350,10350,10350,10350,10350
400,8400491135,16111,NY,CASTLETON PUBLIC LIBRARY,15696,16696,13150,15600,16600,16600,23600,55382,60683,69100,67580,92700,89270,94970,108500,110500,105500,107500,108325,108325,111175,117325,117325,119325
401,8400491890,166532,NY,EAST GREENBUSH COMMUNITY LIBRARY,184670,240105,270480,284834,310350,310350,680595,362306,645580,760145,765840,875062,1283916,1403156,1427783,1482625,1527531,1558682,1609057,1678805,1693154,1761078,1813037,1833895
402,8400492570,3746,NY,GRAFTON COMMUNITY LIBRARY,6058,4500,8300,12580,15200,15200,15300,16800,23900,22800,22500,24500,25500,27000,27000,28750,28750,28750,28600,28600,28600,22538,23788,31600
403,8400494340,17853,NY,NASSAU FREE LIBRARY,18677,20827,21900,24900,25400,25400,30400,31400,37400,39100,41600,47600,48140,51660,109100,109100,109100,109100,108870,108870,108870,108870,108870,108870
404,8400496300,3770,NY,STEPHENTOWN MEMORIAL LIBRARY,4481,5081,7300,11300,11300,11300,15600,15600,19600,19600,28500,30500,28150,37100,35500,39300,44191,46075,43825,46825,45825,46675,47109,47722
405,8400496630,8469,NY,VALLEY FALLS FREE LIBRARY,8077,8577,5680,5680,5680,5680,8180,15680,15680,20680,20880,23080,21285,29975,28080,28080,28080,28080,27932,27432,27432,27432,27432,34432
406,8400496975,65365,NY,SAND LAKE TOWN LIBRARY,73097,82497,89250,113910,120141,120141,126550,99550,107550,101050,100700,103750,105975,109125,115000,114000,114389,117758,123271,125665,127549,129297,131812,134342
407,8400497210,47646,NY,NORTH GREENBUSH PUBLIC LIBRARY,96539,78565,80800,88300,100300,100300,120145,137580,156749,162396,178621,188990,197845,209716,216008,237608,267167,269781,282980,291038,296859,299827,302825,304341
408,8800660265,151803,NY,ARDSLEY PUBLIC LIBRARY,213629,140588,241392,198580,219050,219050,210127,212102,234808,252120,266482,278725,293987,337000,507443,538409,544923,599283,550328,592719,598954,704660,758406,502592
409,8800660280,584240,NY,NORTH CASTLE PUBLIC LIBRARY,618524,656159,658516,739073,816293,816293,931254,959933,985533,1024022,1074876,1210397,1295279,1338118,1360409,1462217,1461507,1391121,1467434,1519760,1596509,1596509,1618948,1618948
410,8800660540,141865,NY,BEDFORD FREE LIBRARY,135835,146000,156840,168114,172853,172853,186144,191884,202672,234733,234733,234733,261775,290937,318454,355396,355396,355396,319856,319856,318596,339856,347856,351856
411,8800660550,250479,NY,BEDFORD HILLS FREE LIBRARY,244478,255302,270512,286333,294464,294464,316529,326816,341620,353577,353579,353579,364184,376931,387233,401758,401754,401754,361579,361579,361579,381579,389579,393579
412,8800660830,207890,NY,BRIARCLIFF MANOR PUBLIC LIBRARY,223505,213403,209381,217436,236654,236654,364211,269043,303455,335554,368720,462742,488625,511060,511060,555204,555204,609118,473932,564307,570000,578735,589835,589835
413,8800660900,552099,NY,BRONXVILLE PUBLIC LIBRARY,480636,502939,510572,555653,582011,582011,608317,643913,678704,728700,913199,984396,1006164,1032748,1092652,1154429,1182229,1185414,1181493,1193924,1189944,1283307,1255172,1244741
414,8800661240,1144307,NY,CHAPPAQUA CENTRAL SCH DIST P L,1144307,1199740,1248144,1290460,1350234,1350234,1461840,1497999,1919174,2000136,2000136,2254483,2309827,2437820,2551495,2674920,2619376,2595762,2647799,2699724,2775839,2845229,2902784,2960124
415,8800661650,391690,NY,CROTON FREE LIBRARY,394121,394113,393808,403551,428126,428126,506982,530596,552816,559540,612850,658979,705126,747578,763951,739286,775362,793591,794262,794055,798969,810446,816925,819750
416,8800661800,226878,NY,DOBBS FERRY PUBLIC LIBRARY,221952,250352,257095,270664,251385,251385,255359,259078,263950,263176,110914,209834,533564,558314,594414,656664,739664,757515,765615,773950,754923,706825,730963,756563
417,8800661990,947858,NY,EASTCHESTER PUBLIC LIBRARY,887862,955835,975032,943356,970660,970660,1093080,1134655,1192189,1277505,1348063,1444547,1487578,1596615,1640056,1664425,1671052,1562871,1519316,1532076,1441840,1608851,1646998,1671210
418,8800662630,1809793,NY,GREENBURGH PUBLIC LIBRARY,1687842,1735751,1844207,1919529,2010239,2010239,2123199,2425050,2475223,2677083,2743609,3207275,3381622,3258349,2906632,2851963,3218000,2992740,3204838,2855245,3188462,3421196,3571337,3635647
419,8800662790,1076000,NY,HARRISON PUBLIC LIBRARY,1076268,1062330,1140525,1182106,1235164,1235164,1344236,1387982,1456332,1604947,1751733,1925343,2016330,2035011,2100400,2228056,2306730,2179048,2203707,2247536,2292459,2355806,2391164,2420174
420,8800662820,295440,NY,HASTINGS-ON-HUDSON PUBLIC LIBRARY,295440,303000,315000,320000,325000,325000,380000,405700,422158,435000,595000,613000,638000,673908,711896,758524,776900,766180,758533,774592,783691,801740,813777,855736
421,8800663340,410535,NY,KATONAH VILLAGE LIBRARY,404535,412500,434000,456360,468682,468682,504489,520885,541512,560465,560465,560465,577279,597484,613898,636919,636919,636919,573227,573227,573227,593227,601227,605227
422,8800663530,832350,NY,LARCHMONT PUBLIC LIBRARY,856900,866765,943725,986040,1032200,1032200,1116500,1132700,1185905,1283180,1340465,1409770,1567395,1637242,1715920,1798623,1870427,1870366,1941928,1939914,1977216,2016704,2070147,2111550
423,8800663850,675951,NY,MAMARONECK PUBLIC LIBRARY DISTRICT,729393,764515,814399,868900,916737,916737,1029487,1076228,1107957,1136331,1198647,1209360,1367030,1432722,1487471,1537101,1585880,1991195,2067903,2197575,2492234,2542076,2657733,2657733
424,8800664230,380179,NY,HENDRICK HUDSON FREE LIBRARY,382520,392465,575284,616814,662021,662021,687992,706000,734260,893064,888278,917153,989807,996913,1055293,1131426,1197975,1222171,1245906,1286457,1310879,1332826,1354589,1375328
425,8800664290,434685,NY,MOUNT KISCO PUBLIC LIBRARY,440305,448963,470648,490742,501656,501656,553481,592414,579466,638205,630621,656156,804036,836811,847160,1131439,1919951,1500729,1640181,1749275,1626842,1662340,1739236,1774020
426,8800664310,2399312,NY,MOUNT VERNON PUBLIC LIBRARY,2221888,2285000,2413600,2375920,2419776,2419776,2420490,2616021,2884468,3026522,3087216,3287216,3387216,3587216,3787216,3820270,4140598,4218844,3361755,3075523,3562519,3206805,4086692,4509700
427,8800664400,1807412,NY,NEW ROCHELLE PUBLIC LIBRARY,1862656,2061142,2097165,2300367,2390267,2390267,2557226,2579218,2746585,2774145,3021010,2956216,3135789,3379489,3671778,3817779,3817779,3889566,4071179,4254286,4363820,4549320,4662002,4857663
428,8800664870,984035,NY,OSSINING PUBLIC LIBRARY,1157970,1250854,1318004,1341001,1397296,1397296,1563517,1660257,1763837,1873864,2008844,2220262,2378814,2615116,2838293,3092092,3423024,3522016,3522016,3522016,3601479,3673509,3739441,3812940
429,8800665220,1054353,NY,MOUNT PLEASANT PUBLIC LIBRARY,1088504,1101630,1109250,1173252,1247108,1247108,1321384,1384445,1439050,1528350,1639000,1750750,1830400,2004315,2153725,2302375,2416248,2476746,2476746,2476746,2513897,2513897,2550349,2600000
430,8800665410,72500,NY,PURCHASE FREE LIBRARY,76000,83050,91900,91900,117824,117824,139912,162912,175540,232836,156542,181637,200022,225000,240000,258861,246029,245977,208155,211277,109384,218424,221756,223375
431,8800665770,509200,NY,RYE FREE READING ROOM,524500,550235,567000,605561,601000,601000,658000,684000,741390,789390,805177,986000,1030580,1100548,1144570,1173184,1155000,1155000,1080000,1080000,1110000,1170000,1195000,1195000
432,8800665910,1222845,NY,SCARSDALE PUBLIC LIBRARY,1342400,1404530,1472935,1540030,1617000,1617000,1730000,1810000,1900000,2010000,2110500,2187669,2368620,2436100,2634755,2836320,2961534,2991534,3189970,3359995,3451759,3503058,3657808,3730964
433,8800666410,531751,NY,WARNER LIBRARY,551795,587939,583724,626994,669310,669310,737890,752827,790468,836801,915592,1008672,1072348,1154961,1247970,1341575,1392743,1417166,1394037,1420187,1412307,1411891,1431058,1465546
434,8800666500,268138,NY,TUCKAHOE PUBLIC LIBRARY,269578,273996,275165,331190,327822,327822,369276,380851,394187,405740,392376,434075,447095,453125,484694,518641,532000,483500,488576,500000,458850,482300,482300,484051
435,8800667060,4126952,NY,WHITE PLAINS PUBLIC LIBRARY,3764541,3824206,4058347,3601616,3916180,3916180,4299040,4428998,4367228,4265000,3994751,4494273,4766482,5336730,5553010,5639815,5469162,4993842,5343227,5502179,5625535,5999944,6014812,6070571
436,8800667240,5400735,NY,YONKERS PUBLIC LIBRARY,4600512,4826388,4526255,5235820,5447067,5447067,5619079,5811668,6229482,7304210,8659466,9103263,9767805,9359816,8299961,8852780,8689888,8350630,8139019,8125732,8151000,8211177,8601472,8996160
437,7200622452,51435,NY,GARDINER LIBRARY,50118,59031,61078,62212,62973,62973,63332,70825,82287,91348,91452,117626,122345,157147,153230,153230,242230,241730,242230,242236,242230,242230,242230,242230
438,102C,3102442,OH,AKRON-SUMMIT CNTY PUBLIC LIBRARY,3126381,3179877,4426813,4528677,4665169,4665169,10566053,4883173,8596027,8403799,10669276,2146452,11225829,10075823,10292876,9517062,9188483,9726114,10738861,9232374,9329152,9406758,9329947,13130426
439,103C,271,OH,ALEXANDRIA PUBLIC LIBRARY,0,3,0,1455,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,104C,0,OH,ALGER PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,105C,41,OH,RODMAN PUBLIC LIBRARY,126,11,5,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,787968,733376,709080,706771,725246,702347
442,106C,80485,OH,AMHERST PUBLIC LIBRARY,247496,254532,256528,269096,273686,273686,293442,301177,313263,320550,321364,323345,333689,282141,316898,295377,269235,283577,283659,284757,269911,292391,289136,299901
443,107C,0,OH,ANDOVER PUBLIC LIBRARY,0,484421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80344,73709,78273
444,108C,0,OH,ARCANUM PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95694,96585,98380,99186,106182
445,110C,487,OH,ASHLAND PUBLIC LIBRARY,8646,585,692,859,3331,3331,2104,10026,0,5042,2191,10541,1627,12206,6999,2718,2624,465571,454738,436243,452320,391510,386783,396931
446,111C,0,OH,WORNSTAFF MEMORIAL PUBLIC LIBRARY,500,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71757,70024,71146,71725,68187,65676
447,113C,0,OH,HARBOR-TOPKY MEMORIAL LIBRARY,0,0,0,0,0,0,110115,111497,115383,117499,116844,99853,117890,103008,104878,102249,99681,243535,240240,223303,231043,223402,216891,214863
448,114C,0,OH,SENECA EAST PUBLIC LIBRARY,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67771,68612,69465,71352,70732
449,115C,361748,OH,AVON LAKE PUBLIC LIBRARY,377161,373035,364891,405289,889143,889143,939868,960847,1021619,1289657,1308266,1234856,1017522,1119917,1368472,1188388,1325792,1304051,1190312,2026806,1948025,1928244,1961674,1978458
450,116C,0,OH,BARBERTON PUBLIC LIBRARY,0,670,0,0,0,0,42,0,0,0,0,0,0,506281,502967,481224,426135,467945,428620,406392,415786,399415,392447,577026
451,118A,769129,OH,CLERMONT COUNTY PUBLIC LIBRARY,978507,1016481,1041852,1084550,1101301,1101301,1076973,1157483,1194686,1697660,1305806,1315455,1391547,1199493,1210232,1072150,3404192,3435300,3444832,3279824,3304903,3318443,3335698,3330047
452,119C,0,OH,BELLAIRE PUBLIC LIBRARY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,120C,0,OH,BELLE CENTER FREE PUBLIC LIBRARY,4,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,121C,0,OH,LOGAN COUNTY DISTRICT LIBRARY,79,0,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,122C,0,OH,BELLEVUE PUBLIC LIBRARY,0,0,0,141967,143308,143308,155391,158807,159070,163231,163191,163741,164368,266212,293247,280963,253043,252152,247981,248901,244111,247807,244409,218786
456,123C,4536,OH,BETTSVILLE PUBLIC LIBRARY,4820,4986,0,4862,5186,5186,5000,4950,6780,5234,5464,6141,5803,5431,6107,9356,8795,9411,9222,9093,8982,8867,7609,8586
457,124C,679,OH,BEXLEY PUBLIC LIBRARY,150,102,0,115,0,0,0,948,0,0,0,0,0,0,0,0,0,599144,580522,580563,590582,1291638,1286584,1304916
458,125C,0,OH,BLANCHESTER PUBLIC LIBRARY,0,0,0,0,69430,69430,90654,105239,85513,104777,105294,109799,112406,115646,125392,126734,133595,130454,234682,230340,235253,230621,223994,216691
459,126C,0,OH,BLISS MEMORIAL PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,128C,0,OH,BOWERSTON PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,129C,47,OH,WOOD COUNTY DISTRICT PUBLIC LIBRARY,0,0,0,0,0,0,175000,0,0,0,0,0,0,0,0,0,0,0,1038897,867340,873648,876853,883769,892213
462,130C,0,OH,BRADFORD PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,131C,0,OH,BRISTOL PUBLIC LIBRARY,0,3194,0,0,0,0,0,0,0,0,0,0,14656,0,0,0,0,0,0,41461,40940,41926,42779,42540
464,133C,663,OH,BUCYRUS PUBLIC LIBRARY,1207,386,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,134C,92106,OH,BURTON PUBLIC LIBRARY,91740,93239,93160,96808,120108,120108,128061,133388,135640,142595,161466,141422,150597,147236,142909,140955,234228,228089,212612,228073,229901,239793,384610,384487
466,135C,0,OH,PUSKARICH PUBLIC LIBRARY,0,0,0,0,0,0,0,4026,0,0,0,0,0,0,0,0,0,181800,188152,221089,205824,222309,276953,375485
467,136C,0,OH,CALDWELL PUBLIC LIBRARY,0,105271,103849,110013,0,0,73298,0,0,0,0,0,1799,0,0,0,0,0,0,0,0,0,0,0
468,137C,425,OH,GUERNSEY COUNTY DISTRICT PUBLIC LIBRARY,0,0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664941,661560,682164,677547
469,138C,11,OH,CANAL FULTON PUBLIC LIBRARY,1,60,0,0,0,0,0,0,0,0,0,0,0,248455,252283,216409,248878,218803,217204,228140,207138,407491,534838,426681
470,139C,185,OH,STARK COUNTY DISTRICT LIBRARY,1299,0,365,0,0,0,2862548,2888179,3095458,128470,0,0,4824017,4358475,4242927,4055760,4801367,4623581,4095536,4163743,6296317,6429549,6535939,6814792
471,140C,0,OH,CARDINGTON-LINCOLN PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,141C,0,OH,DORCAS CAREY PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141137,146807,150970,138526,129633,138048
473,142C,0,OH,CARROLL COUNTY DISTRICT LIBRARY,0,0,0,0,0,0,0,0,0,0,0,3120,12140,0,0,0,0,0,0,0,0,0,0,0
474,144C,0,OH,CENTERBURG PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,145C,346,OH,WASHINGTON-CENTERVILLE PUBLIC LIBRARY,1281632,1262303,1298753,1334538,1364835,1364835,1429530,1522724,1465460,1519329,3218882,3672064,3769964,3774745,3494636,3415602,3287819,3301782,3369682,3327664,4324977,4322069,4413246,4453318
476,146A,1200749,OH,GEAUGA COUNTY PUBLIC LIBRARY,1211805,1227707,1266700,1300578,1333170,1333170,1401069,1420816,1467347,1522578,2241289,2025289,2121635,2119006,2150038,2491597,2474495,2499268,5022593,4849994,4859647,4861192,4923117,4933527
477,147C,0,OH,SELOVER PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,148C,140,OH,CHILLICOTHE AND ROSS COUNTY PUBLIC LIBRARY,496,0,0,92,56,56,0,0,0,0,0,0,0,0,0,0,0,0,1156292,1151362,1162240,1016878,1026690,1767656
479,149C,4392,OH,"CINCINNATI AND HAMILTON COUNTY, PL OF",286,2219,91,74,0,0,0,0,0,0,0,0,0,0,0,0,0,19691088,17613602,15948657,16044154,16172491,16226162,16300929
480,150C,0,OH,PICKAWAY CNTY DISTRICT PUBLIC LIBRARY,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,151C,12169975,OH,CLEVELAND PUBLIC LIBRARY,11776456,13092415,13089405,13185498,13221371,13221371,17965286,18505240,19080513,19526171,19084315,35997943,35243078,32224171,29671069,27930751,31835190,29409031,27652041,27604803,25429115,25132257,25482287,25338596
482,153C,1571517,OH,CLEVELAND HEIGHTS-UNIVERSITY HEIGHTS PL,2849937,2851677,2839030,2884695,2818591,2818591,2884286,2948662,4426006,4493500,4585830,4738480,4669508,4673197,4537452,4532764,5962946,5553934,5510251,5550238,5535659,5590586,7835221,7764622
483,154C,0,OH,CLYDE PUBLIC LIBRARY,0,0,206003,195035,198198,198198,186961,178179,181106,181491,181855,177191,191455,213085,211356,161583,131400,142581,147589,154016,157037,181034,276273,272922
484,155C,0,OH,COLDWATER PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68862,70344
485,156C,0,OH,COLUMBIANA PUBLIC LIBRARY,65,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,159C,0,OH,COSHOCTON PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,160C,0,OH,J.R. CLARKE PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,161C,550,OH,CRESTLINE PUBLIC LIBRARY,1000,320,1,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,164C,0,OH,DEFIANCE PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485577,439668,440862,448382,448341,532916,469403,494771,502826
490,165C,5407,OH,DELAWARE COUNTY DISTRICT LIBRARY,3386,4394,493647,496559,475700,475700,544747,548000,0,0,0,0,0,0,0,0,0,4763541,4261341,4573839,4121096,4212826,4311813,4488858
491,166C,41853,OH,DELPHOS PUBLIC LIBRARY,39846,41707,42691,43266,46691,46691,50269,50199,47092,54166,56708,55496,72870,58880,57399,39474,36383,50218,34853,49354,43747,38819,38959,40071
492,167C,65989,OH,DELTA PUBLIC LIBRARY,64058,54176,56263,56636,74844,74844,139886,114528,102741,100180,100504,106377,105977,120901,98872,113403,92240,107557,93482,95507,104383,285276,289087,290491
493,168C,0,OH,CLAYMONT SCHOOL DISTRICT PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,169C,12524,OH,PATRICK HENRY SCHOOL DISTRICT PUBLIC LIBRARY,12521,14680,15292,14660,14325,14325,16236,18658,16436,20813,18501,19504,19396,17812,18804,15716,25295,27192,26548,26166,12224,8342,32707,44247
495,170C,0,OH,DOVER PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215653,234056,235618,294853,379198
496,171C,0,OH,HARDIN NORTHERN PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32259,33128
497,172C,487258,OH,EAST CLEVELAND PUBLIC LIBRARY,479253,672624,679343,662915,662915,662915,670017,653756,654247,669411,906193,922166,953146,891992,1006393,1436134,1053377,983960,979141,924208,913515,1052531,1079399,751736
498,173C,0,OH,CARNEGIE PUBLIC LIBRARY,0,349,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146125,146897,150722,160013,152453
499,174C,0,OH,EAST PALESTINE MEMORIAL PUBLIC LIBRARY,0,127,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,175A,0,OH,PREBLE COUNTY DISTRICT LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755709,751568,736313,731999,706927,749116
501,176C,0,OH,HARRIS-ELMORE PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230306,271091,217492,207934,219540,212031
502,177C,0,OH,ELYRIA PUBLIC LIBRARY,880,0,0,0,0,0,0,85616,0,0,0,0,957434,975539,914846,1000407,964157,1593564,1578107,1557170,1409212,1435753,1959334,1992008
503,178C,1158824,OH,EUCLID PUBLIC LIBRARY,1158770,1122536,1108801,1656895,1834883,1834883,1316840,1330236,1837864,1876147,1842282,1848030,1797176,2617933,2669180,2397757,2277116,2312186,2505208,2575252,1965909,1962307,2824420,2867166
504,179C,1480,OH,FAIRPORT HARBOR PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,118366,117750,118957,119728,120811,123153,117105,117853,96538,98424,100196,98300
505,180C,0,OH,NORMAL MEMORIAL LIBRARY,0,0,0,0,2000,2000,0,0,0,0,0,0,0,0,0,0,0,0,27653,25793,29408,25624,26434,27129
506,181C,0,OH,FINDLAY HANCOCK CNTY DIST PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698884,702280,718297,733422,737615,753701
507,182C,0,OH,FOREST-JACKSON PUBLIC LIBRARY,0,0,0,0,0,0,750,310,0,0,0,0,0,0,0,0,0,0,66637,67986,67510,58422,59815,63680
508,183C,0,OH,FORT RECOVERY PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,184C,30002,OH,KAUBISCH MEMORIAL PUBLIC LIBRARY,30000,30000,0,30000,0,0,50000,50000,0,0,0,30000,30000,0,0,0,0,0,0,230642,228732,230987,225225,221285
510,185C,20000,OH,FRANKLIN PUBLIC LIBRARY,20000,40000,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,1000328,998125,1004121,985574,978446,1170938,1190239
511,186C,0,OH,BIRCHARD PUBLIC LIBRARY OF SANDUSKY COUNTY,0,423809,418481,432586,436673,436673,419112,407202,357190,259581,0,0,0,0,0,0,0,0,0,790512,755945,796648,803929,804955
512,187C,664,OH,GALION PUBLIC LIBRARY ASSOCIATION,1207,386,0,397,397,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,188C,1,OH,DR. SAMUEL L. BOSSARD MEMORIAL LIBRARY,125677,147105,146414,152914,153586,153586,178243,162598,162224,155566,141349,140261,150145,123768,127480,151025,150113,142543,811872,809656,792537,815745,879215,878877
514,189C,0,OH,PORTAGE COUNTY DISTRICT LIBRARY,0,0,1166,12749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,191C,163,OH,GERMANTOWN PUBLIC LIBRARY,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,192C,0,OH,GIRARD FREE LIBRARY,0,5576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218770,190675,198007,162502,138187,161302
517,193C,0,OH,GNADENHUTTENP.L./INDIAN VALLEY SCHOOL DIST.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74338
518,194C,1000,OH,GRAFTON/MIDVIEW PUBLIC LIBRARY,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485668,505680,462123,472247,478778,503318
519,195C,242113,OH,GRANDVIEW HEIGHTS PUBLIC LIBRARY,653617,646653,696997,659361,654434,654434,646016,1185942,662840,725186,673759,788784,770838,783188,761423,789025,793246,801846,1081469,1129592,1125089,1132208,1161548,1198931
520,196C,625,OH,GRANVILLE PUBLIC LIBRARY,0,7,0,3492,25,25,64,0,0,0,30,0,0,0,0,0,0,0,415124,409690,415942,427928,427929,388293
521,197C,0,OH,MARION LAWRENCE MEMORIAL LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11085
522,198C,0,OH,GREENVILLE PUBLIC LIBRARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398374,409854,409351,411494,412500
